,train,test,all
0,0.997593844323,0.997269982387,0.997271025508
1,0.997888766999,0.997701449984,0.997925077246
2,0.997842380671,0.997793114849,0.997697491845
3,0.5,0.5,0.5
4,0.99902512347,0.998918153473,0.998907180012
5,0.996974055636,0.99751145045,0.99692247129
6,0.997986047069,0.998265827086,0.998074750527
7,0.99785024324,0.997730887499,0.997941479797
8,0.999603007614,0.999644053965,0.999097859672
9,0.997656319658,0.997516115426,0.997416598152
10,0.998512664822,0.998525940955,0.998531971648
11,0.999625390756,0.999506332087,0.999017897234
12,0.996982784841,0.996359501327,0.996500105591
13,0.998988278255,0.998227475366,0.998454059529
14,0.996981803208,0.99713957338,0.996340180715
15,0.997633805176,0.997495407538,0.997494510271
16,0.998098073266,0.998083191913,0.998201870301
17,0.99971465436,0.999673642375,0.999653496101
18,0.999522356066,0.999471267335,0.999473068036
19,0.997528503907,0.997655073473,0.997664686742
20,0.997599647083,0.997808468764,0.99713365414
21,0.997368410078,0.997399464158,0.997193113389
22,0.997900911403,0.996839630161,0.997078295529
23,0.996646576336,0.996651211776,0.996860961723
24,0.997677892891,0.997515614957,0.99768724025
25,0.997917614531,0.99789170415,0.997260773913
26,0.998270279515,0.998291665827,0.998287983696
27,0.998223088871,0.998341865815,0.998236725723
28,0.5,0.5,0.5
29,0.996807455024,0.996955873208,0.996951175755
30,0.998293293674,0.997520906879,0.997545768244
31,0.999151050575,0.998962421981,0.998369996453
32,0.996797487196,0.996916598018,0.996524709419
33,0.997658040449,0.997456747553,0.997334585395
34,0.999016911717,0.998721526353,0.998825167255
35,0.99804574198,0.997794942778,0.997789756197
36,0.996739702567,0.996890554958,0.996764596733
37,0.997476356458,0.997223098524,0.997394044644
38,0.996683477447,0.996185158169,0.996249966682
39,0.99664186144,0.997122263461,0.99678920056
40,0.997262667443,0.997462874581,0.997285377741
41,0.998352553542,0.998010969803,0.998103454992
42,0.999700229683,0.998964881401,0.999165520197
43,0.9970805761,0.996152413045,0.996452948256
44,0.998297671413,0.998134806444,0.998132159457
45,0.998044907368,0.997934056761,0.998000939046
46,0.997637444404,0.997437614171,0.997578573347
47,0.9968372617,0.996336384842,0.996549313246
48,0.996835568057,0.99660008143,0.996664131106
49,0.997437437774,0.997548350768,0.997248472
50,0.997287786166,0.997204487773,0.997205415302
51,0.99724883401,0.997425306863,0.997299729973
52,0.998052605614,0.997290350044,0.997488359314
53,0.999720123146,0.99967017075,0.999682200566
54,0.997164124598,0.997257511595,0.997082396167
55,0.998946240791,0.998820256757,0.998825167255
56,0.997082625554,0.99644190097,0.996838408214
57,0.999558153487,0.999603905135,0.999557131112
58,0.998320209041,0.99743087419,0.997601126855
59,0.997209184855,0.997494559735,0.997435051022
60,0.996843555661,0.996965137995,0.996852760447
61,0.997454573935,0.996153149709,0.996715389079
62,0.997405685413,0.99746238742,0.997486308995
63,0.996766809977,0.996168793467,0.996409891559
64,0.998462223641,0.998632010944,0.998484814313
65,0.997989796158,0.99779330782,0.997982486176
66,0.997752271443,0.997996665362,0.997900473419
67,0.998542075374,0.99854593011,0.998568877389
68,0.999393620047,0.999308138026,0.999304941884
69,0.99737483271,0.99733679155,0.997203364983
70,0.999614900878,0.998824570072,0.999091708715
71,0.997786449793,0.997862542502,0.99785946704
72,0.999932212007,0.999902528931,0.999883131821
73,0.997859425978,0.998067330847,0.997927127565
74,0.997586463434,0.997416890406,0.997529365693
75,0.997128470443,0.997121083827,0.996930672566
76,0.997857664939,0.99765696276,0.997742598861
77,0.997687449969,0.997535316837,0.997578573347
78,0.997383828561,0.997628717846,0.997617529407
79,0.999423443607,0.99940168505,0.999358250176
80,0.997060051713,0.995976814407,0.996448847618
81,0.999069722328,0.999023317239,0.998983041812
82,0.999652499802,0.998762785259,0.999019947553
83,0.998495834166,0.998613829449,0.998620135362
84,0.999631138213,0.999592703323,0.999614540042
85,0.997491152511,0.997833867419,0.99768724025
